timestamp;ewma;instruction
57;-34;BEGIN
62;-34;BEGIN
68;-51;FAST
78;-37;FAST
88;-40;FAST
93;-40;FAST
99;-40;FAST
108;-40;FAST
118;-40;FAST
128;-40;FAST
133;-40;FAST
138;-40;FAST
148;-40;FAST
153;-40;FAST
159;-40;FAST
169;-40;FAST
174;-40;FAST
180;-40;FAST
185;-40;FAST
190;-40;FAST
199;-40;FAST
209;-40;FAST
