timestamp;ewma;instruction
41;N/A;BEGIN
41;-25;N/A
42;N/A;BASE
61;-25;N/A
61;N/A;BASE
61;-25;N/A
61;N/A;BASE
81;-24;N/A
81;N/A;BASE
81;-24;N/A
81;N/A;BASE
92;-24;N/A
92;N/A;BASE
141;-24;N/A
141;N/A;BASE
141;-24;N/A
141;N/A;BASE
141;-24;N/A
141;N/A;BASE
141;-24;N/A
141;N/A;BASE
141;-24;N/A
141;N/A;BASE
151;-24;N/A
151;N/A;BASE
209;-24;N/A
209;N/A;BASE
209;-24;N/A
209;N/A;BASE
209;-24;N/A
209;N/A;BASE
209;-24;N/A
209;N/A;BASE
209;-24;N/A
209;N/A;BASE
209;-23;N/A
209;N/A;BASE
